[01. 图中有关路径的定义是（ ）。<br>A. 由顶点和相邻顶点序偶构成的边所形成的序列<br>B. 由不同顶点所形成的序列<br>C. 由不同边所形成的序列<br>D. 上述定义都不是]::(A)	1. 本题是北京交通大学考研真题，不同教材对路径的定义可能略有差异<br>2. 路径定义应包含<strong>顶点与边构成的序列</strong>，选项A符合图论基本定义	未标注
[02. 一个有n个顶点和n条边的无向图一定是（ ）。<br>A. 连通的<br>B. 不连通的<br>C. 无环的<br>D. 有环的]::(D)	1. n-1条边可构造连通无环图<br>2. 增加第n条边<strong>必然形成环</strong>（树边数极限为n-1）	未标注
[03. 若从无向图的任意顶点出发进行一次深度优先搜索即可访问所有顶点，则该图一定是（ ）。<br>A. 强连通图<br>B. 连通图<br>C. 有回路<br>D. 一棵树]::(B)	1. 强连通图针对<strong>有向图</strong>，A错误<br>2. 一次DFS访问全图说明是<strong>连通图</strong>，但未必有环或为树	213
[04. 以下关于图的叙述中，正确的是（ ）。<br>A. 图与树的区别在于图的边数大于或等于顶点数<br>B. 假设有图<anki-mathjax>G=\{V,E\}</anki-mathjax>，顶点集<anki-mathjax>V^{\prime}\subseteq V</anki-mathjax>，<anki-mathjax>E^{\prime}\subseteq E</anki-mathjax>，则<anki-mathjax>V^{\prime}</anki-mathjax>和<anki-mathjax>\{E^{\prime}\}</anki-mathjax>构成G的子图<br>C. 无向图的连通分量是指无向图中的极大连通子图<br>D. 图的遍历就是从图中某一顶点出发访遍图中其余顶点]::(C)	1. <strong>连通分量是极大连通子图</strong>（定义正确）<br>2. B错误：子图需满足边集关联的顶点必须在顶点子集中	213
[05. 以下关于图的叙述中，正确的是（ ）。<br>A. 强连通有向图的任何顶点到其他所有顶点都有弧<br>B. 图的任意顶点的入度等于出度<br>C. 有向完全图一定是强连通有向图<br>D. 有向边的边集的子集和顶点集的子集都构成原有向图的子图]::(C)	1. <strong>有向完全图必强连通</strong><br>2. A错误：可能有路径但无直接弧<br>3. B错误：仅无向图满足	213
[06. 一个有28条边的非连通无向图至少有（ ）个顶点。<br>A. 7<br>B. 8<br>C. 9<br>D. 10]::(C)	极端情况：<strong>完全图(8顶点28边)+孤立顶点</strong>→共9顶点<br>计算公式：<anki-mathjax>\frac{k(k-1)}{2} \leq 28</anki-mathjax>的最大k=8	213
[07. 对于一个有n个顶点的图：若是连通无向图，其边的个数至少为（ ）；若是强连通有向图，则其边的个数至少为（ ）。<br>A. n-1,n<br>B. n-1,n(n-1)<br>C. n,n<br>D. n,n(n-1)]::(A)	1. 连通无向图最少边：<strong>生成树(n-1)</strong><br>2. 强连通有向图最少边：<strong>有向环(n)</strong>	213
[08. 无向图G有23条边，度为4的顶点有5个，度为3的顶点有4个，其余都是度为2的顶点，则图G有（ ）个顶点。<br>A. 11<br>B. 12<br>C. 15<br>D. 16]::(D)	度数总和公式：<anki-mathjax>\sum TD(v_i)=2e</anki-mathjax><br>计算：<anki-mathjax>4\times5 + 3\times4 + 2\times x = 46</anki-mathjax> → x=7 → 顶点数=5+4+7=<strong>16</strong>	213
[09. 在有n个顶点的有向图中，顶点的度最大可达（ ）。<br>A. n<br>B. n-1<br>C. 2n<br>D. 2n-2]::(D)	度=入度+出度 → 最大时需<strong>与其他n-1顶点互连双向边</strong><br><anki-mathjax>max(度) = 2(n-1)</anki-mathjax>	213
[10. 具有6个顶点的无向图，当有（ ）条边时能确保是一个连通图。<br>A. 8<br>B. 9<br>C. 10<br>D. 11]::(D)	极端情况：<strong>5顶点完全图(10边)+1边连接第6顶点</strong><br>最少需要<anki-mathjax>C(5,2)+1=11</anki-mathjax>条边	213
[11. 设有无向图<anki-mathjax>G=(V,E)</anki-mathjax>和<anki-mathjax>G^{\prime}=(V^{\prime},E^{\prime})</anki-mathjax>，若G'是G的生成树，则下列不正确的是（ ）。<br>I. G'为G的连通分量<br>II. G'为G的无环子图<br>III. G'为G的极小连通子图且<anki-mathjax>V^{\prime}=V</anki-mathjax><br>A. I、II<br>B. 只有III<br>C. II、III<br>D. 只有I]::(D)	1. 生成树是<strong>极小连通子图</strong>（II、III正确）<br>2. 连通分量需<strong>极大</strong>，I错误	213
[12. 具有51个顶点和21条边的无向图的连通分量最多为（ ）。<br>A. 33<br>B. 34<br>C. 45<br>D. 32]::(C)	最大化分量数：<strong>7顶点完全子图(21边)+44孤立点</strong><br>计算公式：<anki-mathjax>\frac{k(k-1)}{2} \leq 21</anki-mathjax>的最大k=7	213
[13. 在如下图所示的有向图中，共有（ ）个强连通分量。<br>A. 1<br>B. 2<br>C. 3<br>D. 4]::(B)	1. <strong>顶点B单独成强连通分量</strong>（无入边）<br>2. A、C、D、E构成另一强连通分量<br>3. 分量数=2	213
